bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
2024708,2183,SB0217,2,Engrossed,2025-06-24,"Traffic control: accidents; penalties for moving violation causing physical injury or death to a vulnerable roadway user; enhance. Amends sec. 12e, ch. XVII of 1927 PA 175 (MCL 777.12e). TIE BAR WITH: SB 0216'25","Traffic control: accidents; penalties for moving violation causing physical injury or death to a vulnerable roadway user; enhance. Amends sec. 12e, ch. XVII of 1927 PA 175 (MCL 777.12e). TIE BAR WITH: SB 0216'25",821,"House Judiciary",2025-06-24,"Referred To Committee On Judiciary",https://legiscan.com/MI/bill/SB0217/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0217
2024800,2183,SB0218,1,Introduced,2025-04-17,"Children: parental rights; process to allow the reinstatement of terminated parental rights; create. Amends 1939 PA 288 (MCL 710.21 - 712B.41) by adding sec. 21a to ch. XIIA.","Children: parental rights; process to allow the reinstatement of terminated parental rights; create. Amends 1939 PA 288 (MCL 710.21 - 712B.41) by adding sec. 21a to ch. XIIA.",4720,"Senate Civil Rights, Judiciary, And Public Safety",2025-04-17,"Referred To Committee On Civil Rights, Judiciary, And Public Safety",https://legiscan.com/MI/bill/SB0218/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0218
2024702,2183,SB0219,2,Engrossed,2025-05-21,"Mental health: hospitalization; person requiring treatment; revise, and modify certain procedures for treatment. Amends secs. 401, 427, 430, 461, 468, 472a & 475 of 1974 PA 258 (MCL 330.1401 et seq.).","Mental health: hospitalization; person requiring treatment; revise, and modify certain procedures for treatment. Amends secs. 401, 427, 430, 461, 468, 472a & 475 of 1974 PA 258 (MCL 330.1401 et seq.).",892,"House Health Policy",2025-05-21,"Referred To Committee On Health Policy",https://legiscan.com/MI/bill/SB0219/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0219
2024771,2183,SB0220,2,Engrossed,2025-05-21,"Mental health: other; hospital evaluations for assisted outpatient treatment; expand. Amends secs. 206a & 429 of 1974 PA 258 (MCL 330.1206a & 330.1429).","Mental health: other; hospital evaluations for assisted outpatient treatment; expand. Amends secs. 206a & 429 of 1974 PA 258 (MCL 330.1206a & 330.1429).",892,"House Health Policy",2025-05-21,"Referred To Committee On Health Policy",https://legiscan.com/MI/bill/SB0220/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0220
2024787,2183,SB0221,2,Engrossed,2025-05-21,"Criminal procedure: mental capacity; outpatient treatment for misdemeanor offenders with mental health issues; provide for. Amends 1974 PA 258 (MCL 330.1001 - 330.2106) by adding sec. 1021 & ch. 10A. TIE BAR WITH: SB 0219'25","Criminal procedure: mental capacity; outpatient treatment for misdemeanor offenders with mental health issues; provide for. Amends 1974 PA 258 (MCL 330.1001 - 330.2106) by adding sec. 1021 & ch. 10A. TIE BAR WITH: SB 0219'25",892,"House Health Policy",2025-05-21,"Referred To Committee On Health Policy",https://legiscan.com/MI/bill/SB0221/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0221
2024760,2183,SB0222,2,Engrossed,2025-05-21,"Mental health: other; petition for access to assisted outpatient treatment; expand to additional health providers. Amends sec. 473 of 1974 PA 258 (MCL 330.1473).","Mental health: other; petition for access to assisted outpatient treatment; expand to additional health providers. Amends sec. 473 of 1974 PA 258 (MCL 330.1473).",892,"House Health Policy",2025-05-21,"Referred To Committee On Health Policy",https://legiscan.com/MI/bill/SB0222/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0222
2024809,2183,SB0223,1,Introduced,2025-04-17,"Animals: research facilities; compliance report content requirements; modify. Amends sec. 11a of 1969 PA 224 (MCL 287.391a).","Animals: research facilities; compliance report content requirements; modify. Amends sec. 11a of 1969 PA 224 (MCL 287.391a).",0,,2025-06-17,"Placed On Order Of Third Reading",https://legiscan.com/MI/bill/SB0223/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0223
2024814,2183,SB0224,2,Engrossed,2025-06-25,"Weapons: other; manufacture, sale, or possession of a bump stock; prohibit. Amends sec. 224 of 1931 PA 328 (MCL 750.224).","Weapons: other; manufacture, sale, or possession of a bump stock; prohibit. Amends sec. 224 of 1931 PA 328 (MCL 750.224).",899,"House Government Operations",2025-06-25,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/SB0224/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0224
2024723,2183,SB0225,2,Engrossed,2025-06-25,"Weapons: concealed; concealed pistols in certain state buildings; prohibit. Amends sec. 5o of 1927 PA 372 (MCL 28.425o).","Weapons: concealed; concealed pistols in certain state buildings; prohibit. Amends sec. 5o of 1927 PA 372 (MCL 28.425o).",899,"House Government Operations",2025-06-25,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/SB0225/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0225
2024738,2183,SB0226,2,Engrossed,2025-06-25,"Weapons: firearms; firearms in certain state buildings; prohibit. Amends sec. 234d of 1931 PA 328 (MCL 750.234d).","Weapons: firearms; firearms in certain state buildings; prohibit. Amends sec. 234d of 1931 PA 328 (MCL 750.234d).",899,"House Government Operations",2025-06-25,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/SB0226/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0226
2024816,2183,SB0227,1,Introduced,2025-04-17,"Human services: food assistance; purchase of certain beverages with supplemental nutrition assistance program (SNAP) benefits; prohibit. Amends 1939 PA 280 (MCL 400.1 - 400.119b) by adding sec. 109s.","Human services: food assistance; purchase of certain beverages with supplemental nutrition assistance program (SNAP) benefits; prohibit. Amends 1939 PA 280 (MCL 400.1 - 400.119b) by adding sec. 109s.",4718,"Senate Housing And Human Services",2025-04-17,"Referred To Committee On Housing And Human Services",https://legiscan.com/MI/bill/SB0227/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0227
2024779,2183,SB0228,1,Introduced,2025-04-17,"Education: meals; certain substances served in school foods; prohibit. Amends 2000 PA 92 (MCL 289.1101 - 289.8111) by adding sec. 7134.","Education: meals; certain substances served in school foods; prohibit. Amends 2000 PA 92 (MCL 289.1101 - 289.8111) by adding sec. 7134.",834,"Senate Education",2025-04-17,"Referred To Committee On Education",https://legiscan.com/MI/bill/SB0228/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0228
2025426,2183,SB0229,2,Engrossed,2025-06-10,"Sales tax: other; deduction or exclusion and audit of qualified delivery network sales; provide for. Amends sec. 2d of 1933 PA 167 (MCL 205.52d).","Sales tax: other; deduction or exclusion and audit of qualified delivery network sales; provide for. Amends sec. 2d of 1933 PA 167 (MCL 205.52d).",5089,"House Economic Competitiveness",2025-06-10,"Referred To Committee On Economic Competitiveness",https://legiscan.com/MI/bill/SB0229/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0229
2025453,2183,SB0230,1,Introduced,2025-04-22,"Appropriations: school aid; appropriations for K-12 school aid; provide for. Amends (See bill).","Appropriations: school aid; appropriations for K-12 school aid; provide for. Amends (See bill).",829,"Senate Appropriations",2025-04-22,"Referred To Committee On Appropriations",https://legiscan.com/MI/bill/SB0230/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0230
2025420,2183,SB0231,1,Introduced,2025-04-22,"Occupations: mechanical contractors; appointment to board of mechanical rules; modify. Amends sec. 805 of 2016 PA 407 (MCL 339.5805).","Occupations: mechanical contractors; appointment to board of mechanical rules; modify. Amends sec. 805 of 2016 PA 407 (MCL 339.5805).",4828,"Senate Regulatory Affairs",2025-04-22,"Referred To Committee On Regulatory Affairs",https://legiscan.com/MI/bill/SB0231/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0231
2025486,2183,SB0232,1,Introduced,2025-04-22,"Higher education: financial aid; Michigan reconnect grant recipient act; modify. Amends secs. 11, 15 & 21 of 2020 PA 68 (MCL 390.1711 et seq.). TIE BAR WITH: SB 0233'25","Higher education: financial aid; Michigan reconnect grant recipient act; modify. Amends secs. 11, 15 & 21 of 2020 PA 68 (MCL 390.1711 et seq.). TIE BAR WITH: SB 0233'25",829,"Senate Appropriations",2025-04-22,"Referred To Committee On Appropriations",https://legiscan.com/MI/bill/SB0232/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0232
2025501,2183,SB0233,1,Introduced,2025-04-22,"Higher education: financial aid; eligibility for Michigan reconnect program; modify. Amends sec. 1 of 2020 PA 84 (MCL 390.1701). TIE BAR WITH: SB 0232'25","Higher education: financial aid; eligibility for Michigan reconnect program; modify. Amends sec. 1 of 2020 PA 84 (MCL 390.1701). TIE BAR WITH: SB 0232'25",829,"Senate Appropriations",2025-04-22,"Referred To Committee On Appropriations",https://legiscan.com/MI/bill/SB0233/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0233
2025468,2183,SB0234,2,Engrossed,2025-05-06,"Education: students; wireless communications device policy; require the board of a school district or board of directors of a public school academy to implement. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1304.","Education: students; wireless communications device policy; require the board of a school district or board of directors of a public school academy to implement. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1304.",5044,"House Education And Workforce",2025-05-06,"Referred To Committee On Education And Workforce",https://legiscan.com/MI/bill/SB0234/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0234
2025459,2183,SB0235,2,Engrossed,2025-06-25,"Corporate income tax: credits; credit for use of sustainable aviation fuel; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.847) by adding sec. 678. TIE BAR WITH: SB 0236'25","Corporate income tax: credits; credit for use of sustainable aviation fuel; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.847) by adding sec. 678. TIE BAR WITH: SB 0236'25",2834,"House Transportation And Infrastructure",2025-06-25,"Referred To Committee On Transportation And Infrastructure",https://legiscan.com/MI/bill/SB0235/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0235
2025512,2183,SB0236,2,Engrossed,2025-06-25,"Corporate income tax: other; sustainable aviation fuel incentive program; create. Creates new act.","Corporate income tax: other; sustainable aviation fuel incentive program; create. Creates new act.",2834,"House Transportation And Infrastructure",2025-06-25,"Referred To Committee On Transportation And Infrastructure",https://legiscan.com/MI/bill/SB0236/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0236
2025446,2183,SB0237,1,Introduced,2025-04-22,"Military affairs: other; Michigan National Guard apprenticeship program; create. Creates new act.","Military affairs: other; Michigan National Guard apprenticeship program; create. Creates new act.",4828,"Senate Regulatory Affairs",2025-04-22,"Referred To Committee On Regulatory Affairs",https://legiscan.com/MI/bill/SB0237/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0237
2025507,2183,SB0238,1,Introduced,2025-04-22,"Natural resources: hunting; pheasant hunting licensing; extend sunset. Amends sec. 43525c of 1994 PA 451 (MCL 324.43525c).","Natural resources: hunting; pheasant hunting licensing; extend sunset. Amends sec. 43525c of 1994 PA 451 (MCL 324.43525c).",4774,"Senate Natural Resources And Agriculture",2025-04-22,"Referred To Committee On Natural Resources And Agriculture",https://legiscan.com/MI/bill/SB0238/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0238
2025477,2183,SB0239,1,Introduced,2025-04-22,"Veterans: other; Vietnam veteran era bonus extension act; create. Creates new act.","Veterans: other; Vietnam veteran era bonus extension act; create. Creates new act.",829,"Senate Appropriations",2025-04-22,"Referred To Committee On Appropriations",https://legiscan.com/MI/bill/SB0239/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0239
2025441,2183,SB0240,2,Engrossed,2025-05-06,"Elections: local; term of office start date for township officers; modify. Amends secs. 362 & 370 of 1954 PA 116 (MCL 168.362 & 168.370).","Elections: local; term of office start date for township officers; modify. Amends secs. 362 & 370 of 1954 PA 116 (MCL 168.362 & 168.370).",5080,"House Election Integrity",2025-05-06,"Referred To Committee On Election Integrity",https://legiscan.com/MI/bill/SB0240/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0240
2025410,2183,SB0241,2,Engrossed,2025-05-06,"Elections: local; term of office for elected officials; modify. Amends 1909 PA 278 (MCL 78.1 - 78.28) by adding sec. 24e.","Elections: local; term of office for elected officials; modify. Amends 1909 PA 278 (MCL 78.1 - 78.28) by adding sec. 24e.",5080,"House Election Integrity",2025-05-06,"Referred To Committee On Election Integrity",https://legiscan.com/MI/bill/SB0241/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0241
2025492,2183,SB0242,2,Engrossed,2025-05-06,"Elections: local; term of office for elected officials; modify. Amends secs. 4, 5 & 13, ch. II & sec. 3, ch. V of 1895 PA 3 (MCL 62.4 et seq.).","Elections: local; term of office for elected officials; modify. Amends secs. 4, 5 & 13, ch. II & sec. 3, ch. V of 1895 PA 3 (MCL 62.4 et seq.).",5080,"House Election Integrity",2025-05-06,"Referred To Committee On Election Integrity",https://legiscan.com/MI/bill/SB0242/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0242
2025403,2183,SB0243,2,Engrossed,2025-05-06,"Elections: local; term of office for elected officials; modify. Amends 1909 PA 279 (MCL 117.1 - 117.38) by adding sec. 3c.","Elections: local; term of office for elected officials; modify. Amends 1909 PA 279 (MCL 117.1 - 117.38) by adding sec. 3c.",5080,"House Election Integrity",2025-05-06,"Referred To Committee On Election Integrity",https://legiscan.com/MI/bill/SB0243/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0243
2025946,2183,SB0244,1,Introduced,2025-04-23,"Health occupations: physicians; reporting to secretary of state patients with conditions that that cause or contributes to a seizure; require under certain circumstances. Amends sec. 5139 of 1978 PA 368 (MCL 333.5139).","Health occupations: physicians; reporting to secretary of state patients with conditions that that cause or contributes to a seizure; require under certain circumstances. Amends sec. 5139 of 1978 PA 368 (MCL 333.5139).",839,"Senate Health Policy",2025-04-23,"Referred To Committee On Health Policy",https://legiscan.com/MI/bill/SB0244/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0244
2025917,2183,SB0245,1,Introduced,2025-04-23,"Insurance: insurers; processing of a claim; modify duties. Amends secs. 2005, 2006, 2026 & 2049 of 1956 PA 218 (MCL 500.2005 et seq.) & adds sec. 2005b & ch. 30B.","Insurance: insurers; processing of a claim; modify duties. Amends secs. 2005, 2006, 2026 & 2049 of 1956 PA 218 (MCL 500.2005 et seq.) & adds sec. 2005b & ch. 30B.",4717,"Senate Finance, Insurance, And Consumer Protection",2025-04-23,"Referred To Committee On Finance, Insurance, And Consumer Protection",https://legiscan.com/MI/bill/SB0245/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0245
2025978,2183,SB0246,2,Engrossed,2025-08-26,"Environmental protection: hazardous waste; environmental protection; landfills; disposal fees; increase, and limit certain disposal wells and TENORM disposal. Amends secs. 11102, 11103, 11104, 11108, 11109, 11110, 11125, 11132, 11514b, 11525a, 62501 & 62509 of 1994 PA 451 (MCL 324.11102 et seq.); adds secs. 11122, 62508b & 62509d & repeals secs. 11111 & 11112 of 1994 PA 451 (MCL 324.11111 & 324.11112).","Environmental protection: hazardous waste; environmental protection; landfills; disposal fees; increase, and limit certain disposal wells and TENORM disposal. Amends secs. 11102, 11103, 11104, 11108, 11109, 11110, 11125, 11132, 11514b, 11525a, 62501 & 62509 of 1994 PA 451 (MCL 324.11102 et seq.); adds secs. 11122, 62508b & 62509d & repeals secs. 11111 & 11112 of 1994 PA 451 (MCL 324.11111 & 324.11112).",5004,"House Natural Resources And Tourism",2025-08-26,"Referred To Committee On Natural Resources And Tourism",https://legiscan.com/MI/bill/SB0246/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0246
2025933,2183,SB0247,2,Engrossed,2025-08-26,"Environmental protection: hazardous waste; injection well disposal fee; provide for. Amends sec. 62506a of 1994 PA 451 (MCL 324.62506a).","Environmental protection: hazardous waste; injection well disposal fee; provide for. Amends sec. 62506a of 1994 PA 451 (MCL 324.62506a).",5004,"House Natural Resources And Tourism",2025-08-26,"Referred To Committee On Natural Resources And Tourism",https://legiscan.com/MI/bill/SB0247/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0247
2025955,2183,SB0248,1,Introduced,2025-04-23,"Human services: services or financial assistance; water rate affordability fund; provide for. Amends 1939 PA 280 (MCL 400.1 - 400.119b) by adding sec. 14t. TIE BAR WITH: SB 0250'25, SB 0252'25","Human services: services or financial assistance; water rate affordability fund; provide for. Amends 1939 PA 280 (MCL 400.1 - 400.119b) by adding sec. 14t. TIE BAR WITH: SB 0250'25, SB 0252'25",4718,"Senate Housing And Human Services",2025-04-23,"Referred To Committee On Housing And Human Services",https://legiscan.com/MI/bill/SB0248/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0248
2025908,2183,SB0249,1,Introduced,2025-04-23,"Human services: services or financial assistance; low-income water residential affordability program task force; create. Amends 1939 PA 280 (MCL 400.1 - 400.119b) by adding sec. 14q. TIE BAR WITH: SB 0248'25, SB 0250'25, SB 0252'25","Human services: services or financial assistance; low-income water residential affordability program task force; create. Amends 1939 PA 280 (MCL 400.1 - 400.119b) by adding sec. 14q. TIE BAR WITH: SB 0248'25, SB 0250'25, SB 0252'25",4718,"Senate Housing And Human Services",2025-04-23,"Referred To Committee On Housing And Human Services",https://legiscan.com/MI/bill/SB0249/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0249
2025892,2183,SB0250,1,Introduced,2025-04-23,"Human services: services or financial assistance; water rate affordability program; create. Amends 1939 PA 280 (MCL 400.1 - 400.119b) by adding secs. 14n, 14o, 14p, 14r, 14s & 14u. TIE BAR WITH: SB 0248'25, SB 0252'25, SB 0249'25","Human services: services or financial assistance; water rate affordability program; create. Amends 1939 PA 280 (MCL 400.1 - 400.119b) by adding secs. 14n, 14o, 14p, 14r, 14s & 14u. TIE BAR WITH: SB 0248'25, SB 0252'25, SB 0249'25",4718,"Senate Housing And Human Services",2025-04-23,"Referred To Committee On Housing And Human Services",https://legiscan.com/MI/bill/SB0250/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0250
2025898,2183,SB0251,1,Introduced,2025-04-23,"Water supply: systems and utilities; water affordability and transparency act; create. Creates new act. TIE BAR WITH: SB 0248'25, SB 0250'25","Water supply: systems and utilities; water affordability and transparency act; create. Creates new act. TIE BAR WITH: SB 0248'25, SB 0250'25",4718,"Senate Housing And Human Services",2025-04-23,"Referred To Committee On Housing And Human Services",https://legiscan.com/MI/bill/SB0251/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0251
2025887,2183,SB0252,1,Introduced,2025-04-23,"Water supply: systems and utilities; water shutoff protection act; enact. Creates new act. TIE BAR WITH: SB 0248'25, SB 0250'25","Water supply: systems and utilities; water shutoff protection act; enact. Creates new act. TIE BAR WITH: SB 0248'25, SB 0250'25",4718,"Senate Housing And Human Services",2025-04-23,"Referred To Committee On Housing And Human Services",https://legiscan.com/MI/bill/SB0252/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0252
2025949,2183,SB0253,1,Introduced,2025-04-23,"Housing: landlord and tenants; right for water and sewer bill to be in tenant's name; provide for. Amends 1972 PA 348 (MCL 554.601 - 554.616) by adding sec. 1f.","Housing: landlord and tenants; right for water and sewer bill to be in tenant's name; provide for. Amends 1972 PA 348 (MCL 554.601 - 554.616) by adding sec. 1f.",4718,"Senate Housing And Human Services",2025-04-23,"Referred To Committee On Housing And Human Services",https://legiscan.com/MI/bill/SB0253/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0253
2025968,2183,SB0254,1,Introduced,2025-04-23,"Public utilities: other; transfer of utility to tenant; provide for. Amends sec. 1 of 1939 PA 178 (MCL 123.161) & adds sec. 4a. TIE BAR WITH: SB 0253'25","Public utilities: other; transfer of utility to tenant; provide for. Amends sec. 1 of 1939 PA 178 (MCL 123.161) & adds sec. 4a. TIE BAR WITH: SB 0253'25",4718,"Senate Housing And Human Services",2025-04-23,"Referred To Committee On Housing And Human Services",https://legiscan.com/MI/bill/SB0254/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0254
2025964,2183,SB0255,1,Introduced,2025-04-23,"Criminal procedure: other; violation of tampering with utility shut-off procedures; decriminalize under certain circumstances. Amends title & secs. 282 & 383a of 1931 PA 328 (MCL 750.282 & 750.383a).","Criminal procedure: other; violation of tampering with utility shut-off procedures; decriminalize under certain circumstances. Amends title & secs. 282 & 383a of 1931 PA 328 (MCL 750.282 & 750.383a).",4718,"Senate Housing And Human Services",2025-04-23,"Referred To Committee On Housing And Human Services",https://legiscan.com/MI/bill/SB0255/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0255
2025938,2183,SB0256,1,Introduced,2025-04-23,"Criminal procedure: sentencing guidelines; sentencing guidelines for tampering with utility shutoff to residence; amend to reflect decriminalization of certain acts. Amends secs. 16o & 16s, ch. XVII of 1927 PA 175 (MCL 777.16o & 777.16s). TIE BAR WITH: SB 0255'25","Criminal procedure: sentencing guidelines; sentencing guidelines for tampering with utility shutoff to residence; amend to reflect decriminalization of certain acts. Amends secs. 16o & 16s, ch. XVII of 1927 PA 175 (MCL 777.16o & 777.16s). TIE BAR WITH: SB 0255'25",4718,"Senate Housing And Human Services",2025-04-23,"Referred To Committee On Housing And Human Services",https://legiscan.com/MI/bill/SB0256/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0256
2025973,2183,SB0257,2,Engrossed,2025-05-20,"Civil procedure: statute of limitations; civil actions for criminal sexual conduct; extend period of limitations, and add grace period for past occurrences. Amends sec. 5851b of 1961 PA 236 (MCL 600.5851b). TIE BAR WITH: SB 0258'25, SB 0259'25","Civil procedure: statute of limitations; civil actions for criminal sexual conduct; extend period of limitations, and add grace period for past occurrences. Amends sec. 5851b of 1961 PA 236 (MCL 600.5851b). TIE BAR WITH: SB 0258'25, SB 0259'25",899,"House Government Operations",2025-05-20,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/SB0257/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0257
2025922,2183,SB0258,2,Engrossed,2025-05-20,"Civil procedure: statute of limitations; civil actions for criminal sexual conduct; modify period of limitations. Amends sec. 5805 of 1961 PA 236 (MCL 600.5805). TIE BAR WITH: SB 0259'25, SB 0257'25","Civil procedure: statute of limitations; civil actions for criminal sexual conduct; modify period of limitations. Amends sec. 5805 of 1961 PA 236 (MCL 600.5805). TIE BAR WITH: SB 0259'25, SB 0257'25",899,"House Government Operations",2025-05-20,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/SB0258/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0258
2025960,2183,SB0259,2,Engrossed,2025-05-20,"Civil procedure: statute of limitations; statute of limitations for criminal sexual conduct violations; revise statute of limitations and notice requirements for actions against state government. Amends sec. 6452 of 1961 PA 236 (MCL 600.6452). TIE BAR WITH: SB 0258'25, SB 0257'25","Civil procedure: statute of limitations; statute of limitations for criminal sexual conduct violations; revise statute of limitations and notice requirements for actions against state government. Amends sec. 6452 of 1961 PA 236 (MCL 600.6452). TIE BAR WITH: SB 0258'25, SB 0257'25",899,"House Government Operations",2025-05-20,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/SB0259/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0259
2025902,2183,SB0260,2,Engrossed,2025-05-20,"Torts: governmental immunity; governmental agency and employee liability for criminal sexual conduct; allow. Amends sec. 7 of 1964 PA 170 (MCL 691.1407) & adds sec. 7d. TIE BAR WITH: SB 0257'25","Torts: governmental immunity; governmental agency and employee liability for criminal sexual conduct; allow. Amends sec. 7 of 1964 PA 170 (MCL 691.1407) & adds sec. 7d. TIE BAR WITH: SB 0257'25",899,"House Government Operations",2025-05-20,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/SB0260/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0260
2025913,2183,SB0261,2,Engrossed,2025-05-20,"Civil procedure: other; civil actions for criminal sexual conduct; provide exception to notice requirements for actions filed in the court of claims. Amends sec. 6431 of 1961 PA 236 (MCL 600.6431). TIE BAR WITH: SB 0257'25","Civil procedure: other; civil actions for criminal sexual conduct; provide exception to notice requirements for actions filed in the court of claims. Amends sec. 6431 of 1961 PA 236 (MCL 600.6431). TIE BAR WITH: SB 0257'25",899,"House Government Operations",2025-05-20,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/SB0261/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0261
2026265,2183,SB0262,1,Introduced,2025-04-24,"Retirement: state employees; annuity option; provide for. Amends secs. 55, 58, 63, 63a & 69 of 1943 PA 240 (MCL 38.55 et seq.).","Retirement: state employees; annuity option; provide for. Amends secs. 55, 58, 63, 63a & 69 of 1943 PA 240 (MCL 38.55 et seq.).",4719,"Senate Labor",2025-04-24,"Referred To Committee On Labor",https://legiscan.com/MI/bill/SB0262/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0262
2026253,2183,SB0263,1,Introduced,2025-04-24,"Public employees and officers: compensation and benefits; retention program for certain public employees; create. Creates new act. TIE BAR WITH: SB 0262'25","Public employees and officers: compensation and benefits; retention program for certain public employees; create. Creates new act. TIE BAR WITH: SB 0262'25",4719,"Senate Labor",2025-04-24,"Referred To Committee On Labor",https://legiscan.com/MI/bill/SB0263/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0263
2026281,2183,SB0264,1,Introduced,2025-04-24,"Liquor: hours; guidelines regarding resolution to repeal prohibition of alcohol sales; modify. Amends sec. 1113 of 1998 PA 58 (MCL 436.2113).","Liquor: hours; guidelines regarding resolution to repeal prohibition of alcohol sales; modify. Amends sec. 1113 of 1998 PA 58 (MCL 436.2113).",4828,"Senate Regulatory Affairs",2025-04-24,"Referred To Committee On Regulatory Affairs",https://legiscan.com/MI/bill/SB0264/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0264
2027004,2183,SB0265,1,Introduced,2025-04-29,"Transportation: funds; maintenance of nonmotorized transportation infrastructure; provide for. Amends sec. 10k of 1951 PA 51 (MCL 247.660k).","Transportation: funds; maintenance of nonmotorized transportation infrastructure; provide for. Amends sec. 10k of 1951 PA 51 (MCL 247.660k).",3836,"Senate Transportation And Infrastructure",2025-04-29,"Referred To Committee On Transportation And Infrastructure",https://legiscan.com/MI/bill/SB0265/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0265
2026992,2183,SB0266,2,Engrossed,2025-06-26,"Human services: medical services; certain personal service agreements; allow. Amends 1939 PA 280 (MCL 400.1 - 400.119b) by adding sec. 112l.","Human services: medical services; certain personal service agreements; allow. Amends 1939 PA 280 (MCL 400.1 - 400.119b) by adding sec. 112l.",892,"House Health Policy",2025-06-26,"Referred To Committee On Health Policy",https://legiscan.com/MI/bill/SB0266/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0266
2027011,2183,SB0267,1,Introduced,2025-04-29,"State agencies (proposed): boards and commissions; Michigan-African-Caribbean trade commission; establish. Creates new act.","State agencies (proposed): boards and commissions; Michigan-African-Caribbean trade commission; establish. Creates new act.",4854,"Senate Economic And Community Development",2025-04-29,"Referred To Committee On Economic And Community Development",https://legiscan.com/MI/bill/SB0267/2025,https://legislature.mi.gov/Bills/Bill?ObjectName=2025-SB-0267
